filename,title,source,url,topic,lang,role
"Organic Chemistry, SIXTH EDITION -- G Marc Loudon; Jim Parise -- ( WeLib.org ).pdf",Organic Chemistry (6th ed.),Loudon & Parise (copyright),,chemistry,en,distractor
